ABATACEPT	3400926884376
TETRAZEPAM	3400935503626;3400935730381;3400935503855;3400935248732;3400930695357;3400935730671;3400933819361;3400936819863;3400936748743;3400935331519;3400935503794;3400936106505;3400935331687;3400936143005;3400934601798
THEOPHYLLINE	3400932821860;3400932787821;3400932501861;3400932787999;3400932731411;3400932801411;3400932691517;3400932501571;3400930317686;3400930317747;3400933153717;3400933628444;3400932787531;3400933153595;3400932501632;3400931035398;3400930317808
TIAGABINE	3400934126253;3400934126482;3400934126024
TIANEPTINE	3400926722418;3400926722357;3400932933914;3400930014202
TIAPRIDE	3400931742555;3400936596627;3400931742494;3400933318901;3400934611094
TICAGRELOR	3400949887415
TICARCILLINE	3400932394111;3400932394111;3400937699136
TICLOPIDINE	3400935879516;3400935492586;3400937822046;3400937667548;3400935712004;3400932208029;3400935254764
TIMOLOL	3400932242955;3400937667777;3400933535032;3400933546496;3400933734053;3400931820369;3400937068291;3400934127663;3400935469816;3400933733971;3400934093272;3400934171666;3400933479749;3400934127373;3400933546328;3400934043017;3400935380364;3400934043185;3400935469984;3400922438764;3400922438825;3400934093623;3400932243266;3400935379993;3400934171437;3400934042935;3400937667838;3400933535490;3400922438306;3400937667609;3400935530301;3400933535322;3400933535261;3400932242955;3400937667777;3400933535032;3400933546496;3400933734053;3400931820369;3400937068291;3400934127663;3400935469816;3400933733971;3400934093272;3400934171666;3400933479749;3400934127373;3400933546328;3400934043017;3400935380364;3400934043185;3400935469984;3400922438764;3400922438825;3400934093623;3400932243266;3400935379993;3400934171437;3400934042935;3400937667838;3400933535490;3400922438306;3400937667609;3400935530301;3400933535322;3400933535261;3400927561627;3400949503131;3400937574136;3400937172240;3400939126647;3400949012084;3400927323973;3400934806384;3400937705721;3400921959536;3400941960697;3400921809633;3400922091297;3400939643595;3400949138906;3400932209378;3400922316208;3400926655839;3400926655778;3400922316376;3400922316666;3400926752163;3400922316437;3400922316895;3400927593093;3400927593154;3400922174716;3400935760319;3400922316727;3400922276472;3400926752224;3400935760258;3400926826765;3400926826826;3400934055362;3400937574945
TINIDAZOLE	3400931793823
TINZAPARINE	3400933433215;3400934216992;3400933972516;3400933972394;3400933973117;3400933582166;3400933433093;3400934217074;3400933972974;3400933972684;3400933582456;3400933972806
TIPRANAVIR	3400936925243
TOBRAMYCINE	3400935334060;3400949913299;3400936572324;3400931648543;3400932805433;3400931648772;3400931648604;3400932805372
TOLCAPONE	3400934546648
TOPIRAMATE	3400935634139;3400939863900;3400934830747;3400939018218;3400938999983;3400938680706;3400938270884;3400939171302;3400938057386;3400934830518;3400938681826;3400939003597;3400938271256;3400939016955;3400938056327;3400935034113;3400938679755;3400938270426;3400939138473;3400938058109;3400938052183;3400938469097;3400938060348;3400935634658;3400938471229;3400934830686;3400938059397;3400938465075;3400939138015;3400939434698;3400938467086;3400935634429
TRAMADOL	3400939417370;3400934314797;3400935531650;3400934654787;3400938125955;3400937484145;3400934976278;3400949251209;3400936809758;3400926690908;3400938212983;3400949363599;3400939185668;3400936809178;3400938675214;3400949250547;3400936810709;3400934976339;3400949363940;3400939186788;3400939185897;3400936812420;3400935713063;3400938398618;3400938747393;3400938222920;3400937489928;3400936114548;3400939417899;3400933911881;3400939726205;3400937479462;3400934654039;3400938552454;3400936114487;3400934314278;3400934654558;3400936248182;3400935130594;3400935877154;3400949214587;3400934827617;3400938399097;3400934808166;3400936819344;3400936206830;3400936794238;3400949251087;3400938228373;3400938231045;3400936247642;3400934654329;3400935248442;3400936651548;3400938124255;3400935714244;3400934828096;3400934314568;3400935322982;3400934827846;3400939826240;3400939476803;3400938127676;3400938227024;3400935067340;3400938675443;3400938229783;3400936247123;3400939725192;3400939478814;3400937374514;3400949378678;3400939723471;3400938225532;3400934802362;3400936206779;3400936787193;3400936748804;3400935236036;3400939417370;3400934314797;3400935531650;3400934654787;3400938125955;3400937484145;3400934976278;3400949251209;3400936809758;3400926690908;3400938212983;3400949363599;3400939185668;3400936809178;3400938675214;3400949250547;3400936810709;3400934976339;3400949363940;3400939186788;3400939185897;3400936812420;3400935713063;3400938398618;3400938747393;3400938222920;3400937489928;3400936114548;3400939417899;3400933911881;3400939726205;3400937479462;3400934654039;3400938552454;3400936114487;3400934314278;3400934654558;3400936248182;3400935130594;3400935877154;3400949214587;3400934827617;3400938399097;3400934808166;3400936819344;3400936206830;3400936794238;3400949251087;3400938228373;3400938231045;3400936247642;3400934654329;3400935248442;3400936651548;3400938124255;3400935714244;3400934828096;3400934314568;3400935322982;3400934827846;3400939826240;3400939476803;3400938127676;3400938227024;3400935067340;3400938675443;3400938229783;3400936247123;3400939725192;3400939478814;3400937374514;3400949378678;3400939723471;3400938225532;3400934802362;3400936206779;3400936787193;3400936748804;3400935236036;3400939187679;3400935856913;3400927597237;3400926942489;3400926797348;3400926838072;3400939190051;3400926963422;3400922096261;3400922096322;3400926961121;3400935857392;3400927321214;3400922096032;3400927513541;3400926845926;3400926721466;3400922095950;3400926943141;3400926939359;3400927607035
TRANDOLAPRIL	3400939025360;3400937137461;3400938944983;3400939991740;3400938069334;3400938946536;3400939603674;3400937330220;3400939765815;3400939991689;3400939765693;3400938944006;3400933473365;3400939765464;3400938118742;3400937146227;3400938474589;3400938473759;3400937252065;3400938475302;3400938963274;3400933473136;3400939610658;3400939606866;3400938814903;3400931939047;3400938815962;3400938476590;3400938472868;3400937146395;3400939765174;3400938472349;3400938473230;3400931972273;3400938946826;3400938816105;3400937152549;3400938815153;3400938943344;3400938945126;3400938110067;3400938106275;3400938474121;3400938105964;3400936441231;3400938943863;3400939925684;3400938943573;3400938939552;3400938471977;3400939025599;3400938814552;3400938814781;3400939025360;3400937137461;3400938944983;3400939991740;3400938069334;3400938946536;3400939603674;3400937330220;3400939765815;3400939991689;3400939765693;3400938944006;3400933473365;3400939765464;3400938118742;3400937146227;3400938474589;3400938473759;3400937252065;3400938475302;3400938963274;3400933473136;3400939610658;3400939606866;3400938814903;3400931939047;3400938815962;3400938476590;3400938472868;3400937146395;3400939765174;3400938472349;3400938473230;3400931972273;3400938946826;3400938816105;3400937152549;3400938815153;3400938943344;3400938945126;3400938110067;3400938106275;3400938474121;3400938105964;3400936441231;3400938943863;3400939925684;3400938943573;3400938939552;3400938471977;3400939025599;3400938814552;3400938814781;3400939314204;3400937136631;3400939316963;3400937125574;3400935759719
TRETINOINE	3400932373000;3400931762775;3400932372928;3400934088360;3400932270699
TRIAMCINOLONE	3400931841302;3400934292293;3400931584575;3400930558751
TRIAMTERENE	3400931851356;3400932850495
TRIMETHOPRIME	3400931305361;3400934917547;3400932197040;3400930010693
TRIMIPRAMINE	3400931022961;3400931022503;3400931022671
TUAMINOHEPTANE	3400932637119
ULIPRISTAL	3400922257891;3400939450377
URAPIDIL	3400936093225;3400936093515;3400936093393;3400936093164
VALPROMIDE	3400932070619
VALSARTAN	3400922365404;3400941953026;3400937229234;3400937151139;3400922449012;3400939949178;3400949711086;3400922407258;3400922407029;3400922364513;3400941898044;3400949257461;3400941754814;3400939638973;3400949258352;3400941715433;3400926718107;3400941952074;3400941953484;3400949263783;3400941917066;3400949259533;3400949258642;3400949257003;3400922449180;3400949713158;3400922364742;3400949711437;3400949106677;3400949332373;3400949105786;3400937229005;3400949262663;3400939950129;3400949717231;3400935693969;3400949714919;3400949311262;3400939949529;3400939639864;3400949261253;3400949713509;3400949288229;3400949322787;3400922406947;3400949312443;3400922407197;3400941898105;3400939943435;3400939943145;3400922448701;3400939630939;3400949260942;3400922448930;3400949106097;3400949289639;3400937905633;3400941954436;3400922407548;3400926718336;3400949312214;3400939637044;3400941952593;3400949264094;3400926687717;3400949107049;3400937907064;3400941715723;3400922367415;3400937906753;3400941916984;3400949311781;3400922407487;3400941716034;3400941898273;3400941897962;3400939631301;3400941897672;3400939636153;3400949288809;3400930007723;3400941755064;3400926688837;3400937906005;3400941715952;3400941715662;3400949333035;3400941954085;3400941897733;3400939949819;3400937149648;3400949259991;3400938154641;3400938154061;3400949289110;3400922366524;3400937906463;3400941715891;3400949288168;3400949262205;3400941919367;3400941754692;3400949311491;3400949106387;3400938154931;3400930007716;3400949327461;3400949289578;3400949147489;3400949105496;3400941754173;3400949328062;3400949288977;3400922367293;3400949311903;3400941755293;3400938154351;3400941918827;3400949322039;3400937907354;3400941917295;3400941919138;3400938155242;3400941754463;3400941918766;3400930007730;3400938155532;3400922365404;3400941953026;3400937229234;3400937151139;3400922449012;3400939949178;3400949711086;3400922407258;3400922407029;3400922364513;3400941898044;3400949257461;3400941754814;3400939638973;3400949258352;3400941715433;3400926718107;3400941952074;3400941953484;3400949263783;3400941917066;3400949259533;3400949258642;3400949257003;3400922449180;3400949713158;3400922364742;3400949711437;3400949106677;3400949332373;3400949105786;3400937229005;3400949262663;3400939950129;3400949717231;3400935693969;3400949714919;3400949311262;3400939949529;3400939639864;3400949261253;3400949713509;3400949288229;3400949322787;3400922406947;3400949312443;3400922407197;3400941898105;3400939943435;3400939943145;3400922448701;3400939630939;3400949260942;3400922448930;3400949106097;3400949289639;3400937905633;3400941954436;3400922407548;3400926718336;3400949312214;3400939637044;3400941952593;3400949264094;3400926687717;3400949107049;3400937907064;3400941715723;3400922367415;3400937906753;3400941916984;3400949311781;3400922407487;3400941716034;3400941898273;3400941897962;3400939631301;3400941897672;3400939636153;3400949288809;3400930007723;3400941755064;3400926688837;3400937906005;3400941715952;3400941715662;3400949333035;3400941954085;3400941897733;3400939949819;3400937149648;3400949259991;3400938154641;3400938154061;3400949289110;3400922366524;3400937906463;3400941715891;3400949288168;3400949262205;3400941919367;3400941754692;3400949311491;3400949106387;3400938154931;3400930007716;3400949327461;3400949289578;3400949147489;3400949105496;3400941754173;3400949328062;3400949288977;3400922367293;3400949311903;3400941755293;3400938154351;3400941918827;3400949322039;3400937907354;3400941917295;3400941919138;3400938155242;3400941754463;3400941918766;3400930007730;3400938155532;3400937817882;3400937817714;3400937818025;3400937818193;3400937817592;3400937818315;3400939603384;3400938427516;3400937151658;3400926605803;3400949820528;3400926602901;3400939602905;3400921832815;3400938426625;3400941848537;3400941847417;3400941806193;3400937904162;3400921617535;3400941847646;3400921621266;3400937151948;3400939602325;3400937905282;3400927575693;3400939922843;3400949157365;3400921833065;3400938155822;3400938460803;3400938156362;3400938157772;3400939906645;3400938156652;3400921833584;3400941848247;3400921832464;3400941805653;3400941806483;3400939736600;3400941847875;3400939922492;3400939738550;3400922141886;3400935923202;3400939907475;3400939908656;3400937151887;3400938489897;3400949819638;3400934541445;3400921832174;3400941847295;3400938157024;3400941558634;3400922141428;3400941790881;3400941562945;3400921619195;3400937903790;3400937904803;3400938457902;3400934684883;3400921833355;3400938500295;3400935923721;3400949152162;3400941791253;3400939921082;3400939906294;3400941561993;3400939600543;3400926604103;3400949162567;3400941560583;3400941791604;3400949158027;3400938157314;3400939907994;3400937903271;3400922140247;3400949820818;3400949163458;3400941789533;3400937904513;3400941790133;3400941625671;3400939738031;3400941559174;3400939601892;3400941563317;3400941561474;3400949821297;3400927575174;3400949152803;3400934682872;3400941805073;3400939919072;3400949820986;3400939921433;3400921619546;3400934683183;3400949819348;3400939737140;3400937149358;3400939601083;3400921618075;3400934684074;3400934683763;3400926604622;3400934684593;3400939918532;3400941560125;3400921620726;3400926719166;3400922139876;3400926603380;3400926605452;3400941625381;3400939917351;3400939917702
VEMURAFENIB	3400922087566
VENLAFAXINE	3400934693359;3400938199017;3400938721898;3400922480237;3400938448795;3400938762303;3400938948547;3400930022047;3400938537895;3400927367168;3400938537376;3400938450637;3400933736415;3400922481128;3400938199536;3400937429375;3400939131788;3400930022030;3400938722499;3400938761870;3400938535365;3400938814262;3400938756449;3400938202649;3400938812480;3400938826098;3400938446784;3400938727814;3400939064451;3400939081601;3400938203189;3400938841527;3400941685415;3400938823486;3400938842586;3400939125756;3400938810189;3400939126937;3400938757101;3400949610969;3400938605884;3400934661822;3400939081199;3400941687426;3400934655678;3400938607437;3400939132501;3400939082202;3400938728583;3400938757620;3400938811940;3400937429955;3400938607208;3400934656330;3400938813081;3400938725803;3400949615353;3400938775198;3400939137292;3400938783414;3400938550214;3400934656798
